SMILES,MF
COC(Cc1ccccc1)OC,C10H14O2
CC(C)(C)c1cc(O)ccc1O,C10H14O2
CC(=O)OC1(CCCCC1)C#C,C10H14O2
CC(C)(C)c1ccc(O)c(O)c1,C10H14O2
CCCCSc1cc(O)cc(O)c1,C10H14O2S
OCCOCCOc1ccccc1,C10H14O3
CC12CCC(CC1=O)C2(C)C(=O)O,C10H14O3
Cc1ccccc1OCC(O)CO,C10H14O3
COC1=C(OCC(O)CO)C=CC=C1,C10H14O4
OCCOC1=CC=CC(OCCO)=C1,C10H14O4
OCCOC1=CC=C(OCCO)C=C1,C10H14O4
O=C(O)CC(O)CCC1=CCCC1=O,C10H14O4
CC(=C)C(=O)OCCOC(=O)C(C)=C,C10H14O4
CC1(C)[C@H](CC[C@@]1(C)C([O-])=O)C([O-])=O,C10H14O4-2
[Pd++].CC(=O)[CH-]C(C)=O.CC(=O)[CH-]C(C)=O,C10H14O4Pd
CC(=O)CC(=O)OCCOC(=O)C(C)=C,C10H14O5
CC(=C)C(=O)OCCOC(=O)CCC(O)=O,C10H14O6
CC(=O)CC(=O)OCCOC(=O)CC(C)=O,C10H14O6
CC1=C(C(=O)O)C=C(C(O)C(O)C(O)CO)O1,C10H14O7
CC(=O)OC(OC(C)=O)C(OC(C)=O)OC(C)=O,C10H14O8
CCN(CC)c1ccccc1,C10H15N
CC1=CCC(CC#N)C1(C)C,C10H15N
CNCC(C)c1ccccc1,C10H15N
CCc1cccc(CC)c1N,C10H15N
[Na+].[Na+].[Na+].OCCN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,C10H15N2Na3O7
[Na+].CCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O,C10H15N2NaO3
NC1=NC2=C(C=N1)N=CN2CCC(CO)CO,C10H15N5O2
OC(c(cccc1)c1)C(NC)C,C10H15NO
CC1(C)CC(=O)CC(C)(C1)C#N,C10H15NO
CCN(CC)c1cccc(O)c1,C10H15NO
CCCC=O.Nc1ccccc1,C10H15NO
CCN(CCO)c1ccccc1,C10H15NO
CN[C@@H](C)[C@H](O)c1ccccc1,C10H15NO
CN[C@@H](C)[C@@H](O)c1ccccc1,C10H15NO
OCCN(CCO)c1ccccc1,C10H15NO2
CCNCC(O)c1cccc(O)c1,C10H15NO2
CCCCN[S](=O)(=O)c1ccccc1,C10H15NO2S
COc1ccc(NCC(O)CO)cc1,C10H15NO3
N[S](=O)(=O)c1ccc(CCCCO)cc1,C10H15NO3S
N[S](=O)(=O)c1ccc(SCCCCO)cc1,C10H15NO3S2
CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,C10H15O3PS2
CC1=CCC2CC1C2(C)C,C10H16
CC(C)C1=CCC(=CC1)C,C10H16
CC1=CCC2C(C1)C2(C)C,C10H16
CC1=CC[C@H]2C[C@@H]1C2(C)C,C10H16
CC(C)=C1CCC(=CC1)C,C10H16
CC1(C)C2CCC(=C)C1C2,C10H16
CC/C=C/CC/C=C/C=C,C10H16
CC(C)=CC\C=C(/C)C=C,C10H16
CC(=C)[C@@H]1CCC(=CC1)C,C10H16
CC(C)=CCCC(=C)C=C,C10H16
CC1(C)C2CCC(C2)C1=C,C10H16
CC(=C)C1CCC(=CC1)C,C10H16
CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,C10H16Cl3NOS
CCOC(=O)CNc1nc(Cl)nc(NC(C)C)n1,C10H16ClN5O2
[Cl-].CN[C@@H](C)[C@H](O)c1ccccc1.[H+],C10H16ClNO
[Li+].[Li+].[O-]C(=O)CCCCCCCCC([O-])=O,C10H16Li2O4
CC12CCC(C(=NO)C1=NO)C2(C)C,C10H16N2O2
CCN(CC)[S](=O)(=O)C1=CC=C(N)C=C1,C10H16N2O2S
CCCCC1(CC)C(=O)NC(=S)NC1=O,C10H16N2O2S
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,C10H16N2O3
CCCC1(CCC)C(=O)NC(=O)NC1=O,C10H16N2O3
CCCCC1(CC)C(=O)NC(=O)NC1=O,C10H16N2O3
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,C10H16N2O3
CC(C)CC1(CCO)C(=O)NC(=S)NC1=O,C10H16N2O3S
CCCCC1(CCO)C(=O)NC(=S)NC1=O,C10H16N2O3S
OC(=O)CCCCC1SCC2NC(=O)NC12,C10H16N2O3S
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,C10H16N2O4
CCC(CC=C)(C(=O)NC(N)=O)C(=O)OC,C10H16N2O4
NC1=CC=C(S(=O)(=O)NC(CO)(CO)CO)C=C1,C10H16N2O5S
OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,C10H16N2O8
CCC(C)(N=NC(C)(CC)C#N)C#N,C10H16N4
CN1CC(O)N(C1=O)c2sc(nn2)C(C)(C)C,C10H16N4O2S
NC1=NC(=O)C(=C(N)N1)O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O,C10H16N4O7
Nc1ncnc2n(cnc12)C3OC(CO[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O)C(O)C3O,C10H16N5O13P3
CN=C(NCCSCc1nc[nH]c1C)NC#N,C10H16N6S
CCO[P](=S)(OCC)Oc1ccc(N)cc1,C10H16NO3PS
[Na+].[Na+].[O-]C(=O)CCCCCCCCC([O-])=O,C10H16Na2O4
CC1(C)C2CCC1(C)C(=O)C2,C10H16O
CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O,C10H16O
CC1(C)C2CC(O)C(=C)C1C2,C10H16O
CC1(C)[C@H]2CC[C@@]1(C)C(=O)C2,C10H16O
CC(C)=CCC\C(C)=C\C=O,C10H16O
CC1(C)C2CC3OC3(C)C1C2,C10H16O
CC(C)[C@H]1CCC(=CC1=O)C,C10H16O
CCCC1CC(=CC(=O)C1)C,C10H16O
CC(C)=CC1CC(=C)CCO1,C10H16O
CC1CC(=CC(C)C1C=O)C,C10H16O
CC(=C)C1CC=C(C)C(O)C1,C10H16O
O=C(C(CC1C2)(C2)C)C1(C)C,C10H16O
O=CC=C(CCC=C(C)C)C,C10H16O
CC(C)=CCCC(C)(O)C#C,C10H16O
O=C1C(C)CCC(C(C)=C)C1,C10H16O
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,C10H16O
CC(=C)C(=O)OC1CCCCC1,C10H16O2
CCCCCCC#CC(=O)OC,C10H16O2
CC1(C)C2CCC1(C)C(=O)C2O,C10H16O2
CC1CCC2C(C)C(=O)OCC12,C10H16O2
CC1(C)OC2(C)CCC1CC2=O,C10H16O2
C/C=C/CCC1CCCC(=O)O1,C10H16O2
CC(=O)C1CC(CC(O)=O)C1(C)C,C10H16O3
CCC1(COCOC1)COC(=O)C=C,C10H16O4
OC(=O)CC1(CCCCC1)CC(O)=O,C10H16O4
O=C(O)C(C(C(C(=O)O)C1)(C)C)(C1)C,C10H16O4
COC(=O)C1CCC(CC1)C(=O)OC,C10H16O4
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2,C10H16O4S
CC(C)N(C(C)C)C(=O)SC\C(Cl)=C\Cl,C10H17Cl2NOS
CC(C)N(C(C)C)C(=O)SCC(Cl)=CCl,C10H17Cl2NOS
CC(CCC=C(C)C)CC#N,C10H17N
N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,C10H17N
CCOc1cc(O[P](=S)(OC)OC)nc(CC)n1,C10H17N2O4PS
CC(C)n1nc(C)cc1OC(=O)N(C)C,C10H17N3O2
CN(C)C(=O)Nc1cc(on1)C(C)(C)C,C10H17N3O2
CC12CCCC(C)(CC1)C2=NO,C10H17NO
O=C(C1CC1)N(O)C1CCCCC1,C10H17NO2
CCC1(CC)C(=O)NCC(C)C1=O,C10H17NO2
NC(=O)OCC1CSC2(CCCCC2)S1,C10H17NO2S2
CCC1(CC)CCC(=O)N(CO)C1=O,C10H17NO3
NC(=O)OCC1CSC2(CCCCC2)O1,C10H17NO3S
CCCCNC(=O)OCCOC(=O)C=C,C10H17NO4
NC(=O)OCC1COC2(CCCCC2)O1,C10H17NO4
CC(CCC=C(C)C)C=C,C10H18
CC(C)C1CCC(=CC1)C,C10H18
C1CCC2CCCCC2C1,C10H18
COC1OC(CNC(=O)N(CCCl)N=O)C(O)C(O)C1O,C10H18ClN3O7
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,C10H18ClN5
ON=C1CCCCCCCCC1=NO,C10H18N2O2
CCC1(C)NC(=O)C(C)(CC)NC1=O,C10H18N2O2
CCOC(=O)C(CC)(CC)C(=O)NC(N)=O,C10H18N2O4
CCOC(=O)N1CCN(CC1)C(=O)OCC,C10H18N2O4
CCC(CC)(C(=O)NC(N)=O)C(=O)OCOC,C10H18N2O5
Nc1ccc(cc1)N(CCO)CCO.O[S](O)(=O)=O,C10H18N2O6S
OC(=O)CC(O)(CC(O)=O)C(O)=O.C1CNCCN1,C10H18N2O7
CSC(/C)=N/OC(=O)N(C)SN(C)C(=O)O\N=C(/C)SC,C10H18N4O4S3
NC(NC#N)=NCCCCCCN=C(N)NC#N,C10H18N8
CC1(C)C2CCC1(C)C(O)C2,C10H18O
O=C(C(CCC1C)C(C)C)C1,C10H18O
CC1CC(=CC(C)C1CO)C,C10H18O
CC1CCOC(C1)C=C(C)C,C10H18O
CC(C)C1(O)CCC(=CC1)C,C10H18O
CC(C)=CCC\C(C)=C\CO,C10H18O
CC(C)(C)C1CCC(=O)CC1,C10H18O
CC1(C)[C@@H]2CC[C@]1(C)[C@H](O)C2,C10H18O
CCCCC/C=C/CCC=O,C10H18O
CC(C)=CCC\C(C)=C/CO,C10H18O
CC1(C)CCCC(C)(O1)C=C,C10H18O
CCC(=O)C(C)CC=C(C)C,C10H18O
CC(C)[C@@H]1CC[C@@H](C)CC1=O,C10H18O
CC(C)=CCCC(C)(O)C=C,C10H18O
CC1(C)C2CCC1(C)[C@@H](O)C2,C10H18O
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1O,C10H18O
CC12CCC(CC1)C(C)(C)O2,C10H18O
CC1=CCC(CC1)C(C)(C)O,C10H18O
CC1=CC[C@@H](CC1)C(C)(C)O,C10H18O
CCC(C)C1CCCCC1=O,C10H18O
CC1CCC(C(O)C1)C(C)=C,C10H18O
C[C@H](CCC=C(C)C)CC=O,C10H18O
CC(OC(C)=O)C1CCCCC1,C10H18O2
CCCCCC1CCCC(=O)O1,C10H18O2
CCCCCCC(=O)OCC=C,C10H18O2
CCCCC(CC)C(=O)OC=C,C10H18O2
CCCCCCOC(=O)C(C)=C,C10H18O2
CC(=C)C1CCC(C)(O)C(O)C1,C10H18O2
CC(C)(O)C1CCC(C)(O1)C=C,C10H18O2
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,C10H18O2
CCC1CCC(CCC(O)=O)C1,C10H18O2
CC\C=C/CCOC(=O)C(C)C,C10H18O2
OC(=S)CCCCCCCCC(O)=S,C10H18O2S2
CC(C)(OC1CCCCC1)C(O)=O,C10H18O3
CCCC(=O)OCCOC(=O)CCC,C10H18O4
CCCCC(CCC(O)=O)CC(O)=O,C10H18O4
CCCCCCCC(C(O)=O)C(O)=O,C10H18O4
CC(C)OC(=O)CCC(=O)OC(C)C,C10H18O4
OC(=O)CCCCCCCCC(O)=O,C10H18O4
CCOC(=O)CCCCC(=O)OCC,C10H18O4
C(CCOCC1CO1)COCC2CO2,C10H18O4
CCSC(CCC(SCC)C(=O)O)C(=O)O,C10H18O4S2
[Zn++].CCCCC([O-])=O.CCCCC([O-])=O,C10H18O4Zn
CCCCOC(=O)C(C)OC(=O)C(C)O,C10H18O5
CC(C)C(O)(CCC(C)(O)C(=O)O)C(=O)O,C10H18O6
CC(=O)OCCOCCOCCOC(C)=O,C10H18O6
CCN(CC)C(=O)\C(Cl)=C(/C)O[P](=O)(OC)OC,C10H19ClNO5P
CCN(CC)C(=O)/C(Cl)=C(/C)O[P](=O)(OC)OC,C10H19ClNO5P
CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,C10H19ClNO5P
CN(C)C1CCCC=CCC1,C10H19N
CC(C)CCCC(C)CC#N,C10H19N
CCO[P](=O)(OCC)SCC(=O)NC(C)(C)C#N,C10H19N2O4PS
CCNC(=S)N1CCN(C(=O)OCC)CC1,C10H19N3O2S
CCOC(=O)N1CC(C)N(C(N)=O)CC1C,C10H19N3O3
CC(C)CC(NC(=O)CNC(=O)CN)C(=O)O,C10H19N3O4
CC(C)CC(N)C(=O)NCC(=O)NCC(=O)O,C10H19N3O4
CC(C)C[C@H](N)C(=O)NCC(=O)NCC(O)=O,C10H19N3O4
CCNc1nc(NC(C)(C)C)nc(OC)n1,C10H19N5O
COC1=NC(=NC(=N1)NC(C)C)NC(C)C,C10H19N5O
CCNc1nc(NC(C)CC)nc(OC)n1,C10H19N5O
CCNc1nc(OC)nc(n1)N(CC)CC,C10H19N5O
CC(C)C1=NN(C(=O)NC(C)(C)C)C(=O)N1N,C10H19N5O2
CCNc1nc(NC(C)(C)C)nc(SC)n1,C10H19N5S
CSc1nc(NC(C)C)nc(NC(C)C)n1,C10H19N5S
O=C1CCCCCCCCCN1,C10H19NO
CCCCCCCC(=O)NCC(O)=O,C10H19NO3
CCOC(=O)CC(S[P](=S)(OC)OC)C(=O)OCC,C10H19O6PS2
CCOC(=O)CC(S[P](=O)(OC)OC)C(=O)OCC,C10H19O7PS
CCCCCCCCC=C,C10H20
CC1CCC(CC1)C(C)C,C10H20
CCCCCC1CCCC1,C10H20
CCCCC(=O)NNC(=O)CCCC,C10H20N2O2
CCCC(=O)NCCNC(=O)CCC,C10H20N2O2
CC(C)C(N)C(=O)NC(C(=O)O)C(C)C,C10H20N2O3
OC(=O)CCCCC(O)=O.C1CNCCN1,C10H20N2O4
CCC(C)C(C)(COC(N)=O)COC(N)=O,C10H20N2O4
OCCNC(=O)CCCCC(=O)NCCO,C10H20N2O4
NC(CSCCCCSCC(N)C(=O)O)C(=O)O,C10H20N2O4S2
CCN(CC)C(=S)SSC(=S)N(CC)CC,C10H20N2S4
[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,C10H20N2S4Zn
CCN[P](=S)(OC)OC(/C)=C\C(=O)OC(C)C,C10H20NO4PS
CCNP(=S)(OC)OC(=CC(=O)OC(C)C)C,C10H20NO4PS
CCOC(=O)N(C)C(=O)CS[P](=S)(OCC)OCC,C10H20NO5PS2
CCCCCCCCCC=O,C10H20O
C[C@@H](CCO)CCC=C(C)C,C10H20O
CC(C)[C@H]1CC[C@@H](C)CC1O,C10H20O
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,C10H20O
CC1CCCC(O)(C(C)C)C1,C10H20O
CC(C)CC1CC(C)CCO1,C10H20O
CC(C)C1(C)CCCC(O)C1,C10H20O
CC(C)(C)C1CCC(O)CC1,C10H20O
CC(C)C1C(C)CCCC1O,C10H20O
CC(O)CCC1CCCCC1,C10H20O
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,C10H20O
CCCCCCCCC(C)=O,C10H20O
CC(CCCC(C)(C)O)C=C,C10H20O
CC(C)C1CCC(C)CC1O,C10H20O
CC(C)CCCC(C)CC=O,C10H20O
CC(C)CCOC(=O)CC(C)C,C10H20O2
CC(CCCC(C)(C)O)CC=O,C10H20O2
CCCCC(CC)COC(C)=O,C10H20O2
CCCCC(CC)C(=O)OCC,C10H20O2
CCCCC(CC)C1OCCO1,C10H20O2
CCCCCOC(=O)CCCC,C10H20O2
CCCCCCCCC(=O)OC,C10H20O2
CC(C)C1CCC(C)CC1OO,C10H20O2
CC(C)(O)C1CCC(C)(O)CC1,C10H20O2
CCCCCCCC(=O)OCC,C10H20O2
CC(C)CC1CC(C)(O)CCO1,C10H20O2
CCCCCCCCCC(O)=O,C10H20O2
CC(C)CCCCCOC(=O)CS,C10H20O2S
CCCCC(CC)COC(=O)CS,C10H20O2S
CCCCCOC(=O)CCOCC,C10H20O3
CCCCOCCOCCOC(C)=O,C10H20O4
CC(C)(CO)COC(=O)C(C)(C)CO,C10H20O4
CC1(C)CO[P](=S)(OC1)O[P]2(=S)OCC(C)(C)CO2,C10H20O5P2S2
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,C10H20O5Si
CNC(=O)C(C)(C(C)C)C(C)C,C10H21NO
CCC(CC)C(=O)N(CC)CC,C10H21NO
CC1(C)CC(O)CC(C)(CN)C1,C10H21NO
CCCCCCCC(=O)N(C)C,C10H21NO
CCCSC(=O)N(CCC)CCC,C10H21NOS
CCCCN(CC)C(=O)SCCC,C10H21NOS
[Na+].CCCCCCCCCCO[S]([O-])(=O)=O,C10H21NaO4S
CCCCCCCCCC,C10H22
CCCCC(C)(C)CCC,C10H22
CCCCCCCCC(CO[N+](=O)O)O[N+](=O)O,C10H22N2O6+2
[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,C10H22N4O8
CCC(C)(O)CCCC(C)C,C10H22O
CCC(C)CCCC(C)(C)O,C10H22O
CC(C)CCCCCCCO,C10H22O
CCCCCCCCCCO,C10H22O
CC(C)CCCC(C)CCO,C10H22O
CCCCCC(CO)CCC,C10H22O
CC(C)CCOCCC(C)C,C10H22O
CCC(C)(C)OOC(C)(C)CC,C10H22O2
CCCCCCCCOCCO,C10H22O2
CCCCCCCCC(O)CO,C10H22O2
CCCCOCCOCCCC,C10H22O2
CCCCCCCC(OC)OC,C10H22O2
CCCCCCOCCOCCO,C10H22O3
O.CC(C)(O)C1CCC(C)(O)CC1,C10H22O3
CCCCOCC(C)OCC(C)O,C10H22O3
COCC(C)OCC(C)OC(C)CO,C10H22O4
CCCCOCCOCCOCCO,C10H22O4
COCC(C)OCC(C)OCC(C)O,C10H22O4
COCCOCCOCCOCCOC,C10H22O5
CCCS(=O)(=O)C(S(=O)(=O)CCC)S(=O)(=O)CCC,C10H22O6S3
OCC(CO)(CO)COCC(CO)(CO)CO,C10H22O7
CCCCCS[S](=O)CCCCC,C10H22OS2
[B+3].[Cl-].[Cl-].[Cl-].CCCCCCCCN(C)C,C10H23BCl3N
CCCCOCC1CO1.CC(C)N.FB(F)F,C10H23BF3NO2
CCCCCCCCCCN,C10H23N
CCCCN(CCO)CCCC,C10H23NO
CCCC[P](=O)(CCCC)OCC,C10H23O2P
CCO[P](=O)(SC(C)CC)SC(C)CC,C10H23O2PS2
CCCCO[P](=O)(CC)OCCCC,C10H23O3P
CCCCCC[P](=O)(OCC)OCC,C10H23O3P
CCCCO[P](=O)(OCC)OCCCC,C10H23O4P
NCCCCCCCCCCN,C10H24N2
CCC(CO)NCCNC(CC)CO,C10H24N2O2
CCO[Si](CC(C)C)(OCC)OCC,C10H24O3Si
CN(C)CCCNCCCN(C)C,C10H25N3
O[P](O)(=O)CN(CCCCCCN(C[P](O)(O)=O)C[P](O)(O)=O)C[P](O)(O)=O,C10H28N2O12P4
NCCNCCNCCNCCNCCN,C10H28N6
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,C10H2O6
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,C10H30O3Si4
C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,C10H30O3Si4
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,C10H30O5Si5
Fc1ccc(cc1)N2C(=O)C(=C(Cl)C2=O)Cl,C10H4Cl2FNO2
ClC1=C(Cl)C(=O)c2ccccc2C1=O,C10H4Cl2O2
Clc1ccc(Cl)c2cc(Cl)c(Cl)cc12,C10H4Cl4
Clc1cc(Cl)c2cc(Cl)cc(Cl)c2c1,C10H4Cl4
Clc1cccc2c(Cl)c(Cl)c(Cl)cc12,C10H4Cl4
ClC1=CC2=C(C(=CC=C2Cl)Cl)C(=C1)Cl,C10H4Cl4
Clc1c(Cl)c(Cl)c2ccccc2c1Cl,C10H4Cl4
Brc1c(Br)c(Br)c(COC(=O)C=C)c(Br)c1Br,C10H5Br5O2
OC(=O)C1=C(Cl)C=CC2=C1N=CC(=C2)Cl,C10H5Cl2NO2
Clc1ccc2cc(Cl)cc(Cl)c2c1,C10H5Cl3
Clc1ccc2cc(Cl)c(Cl)cc2c1,C10H5Cl3
ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,C10H5Cl7
ClC1C2OC2C3C1C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,C10H5Cl7O
[O-][N+](=O)C1=C(Cl)C2=C(C=CC=C2)C(=C1)[N+]([O-])=O,C10H5ClN2O4
O=C1OC(C2=CC=C(Br)C=C2)C(Br)C1=O,C10H6Br2O3
Clc1ccc(Cl)c2ccccc12,C10H6Cl2
Clc1ccc2ccccc2c1Cl,C10H6Cl2
Clc1ccc2ccc(Cl)cc2c1,C10H6Cl2
Clc1cccc2cccc(Cl)c12,C10H6Cl2
ClC1=CC2=C(C=CC=C2)C=C1Cl,C10H6Cl2
ClC1=CC2=C(C=CC=C2Cl)C=C1,C10H6Cl2
ClC1=CC=CC2=C1C=CC=C2Cl,C10H6Cl2
Clc1cc(Cl)nc(n1)c2ccccc2,C10H6Cl2N2
ClC1=C(Cl)C(=O)N(N=C1)c2ccccc2,C10H6Cl2N2O
COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,C10H6Cl4O4
ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl,C10H6Cl6
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,C10H6Cl6O
ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,C10H6Cl8
[O-][N+]1=NC(=NC2=C1C=C(Cl)C=C2)[N]3C=CN=C3,C10H6ClN5O
OC(=O)c1ccc(c2cccnc12)[N+]([O-])=O,C10H6N2O4
C1=CC2=C(C=C1S(=O)(=O)O)C(=C(C=C2[N+](=O)[O-])[N+](=O)[O-])O,C10H6N2O8S
Cc1ccc2nc3SC(=O)Sc3nc2c1,C10H6N2OS2
OC(=O)C(=O)c1c(cccc1C(O)=O)C(O)=O,C10H6O7
OC(=O)c1cc(C(O)=O)c(cc1C(O)=O)C(O)=O,C10H6O8
Brc1ccc2ccccc2c1,C10H7Br
Brc1cccc2ccccc12,C10H7Br
BrC1=CNC(=NC1=O)c2ccccc2,C10H7BrN2O
Clc1cccc2ccccc12,C10H7Cl
Clc1ccc2ccccc2c1,C10H7Cl
ClC1=CC(=CC(=C1)C2(CO2)CC(Cl)(Cl)Cl)Cl,C10H7Cl5O
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,C10H7Cl5O2
Fc1cccc2ccccc12,C10H7F
Ic1cccc2ccccc12,C10H7I
N#CCO/N=C(C#N)/c1ccccc1,C10H7N3O
[nH]1c2ccccc2nc1c3cscn3,C10H7N3S
O=C1C=CC(=O)N1c2ccccc2,C10H7NO2
C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-],C10H7NO2
OC(=O)c1cccc2cccnc12,C10H7NO2
OC(=O)c1ccc2ccccc2n1,C10H7NO2
C1=CC=C2C=C(C=CC2=C1)[N+](=O)[O-],C10H7NO2
Oc1ccc2ccccc2c1N=O,C10H7NO2
O=C1C=CC2=C(C=CC=C2)C1=NO,C10H7NO2
Oc1c(ccc2ccccc12)N=O,C10H7NO2
OC(=O)c1cccc2ncccc12,C10H7NO2
OC(=O)c1ccc2ncccc2c1,C10H7NO2
NC1=CC(=O)C(=O)C2=C1C=CC=C2,C10H7NO2
Oc1ccc2ccccc2c1[N+]([O-])=O,C10H7NO3
O=C1NC(=S)SC1=CC1=CC(O)=C(O)C=C1,C10H7NO3S2
c1ccc2ccccc2c1,C10H8
NC1=C(Br)C(=O)N(N=C1)c2ccccc2,C10H8BrN3O
NC1=C(Cl)C(=O)N(N=C1)c2ccccc2,C10H8ClN3O
NC(=O)C1=C[N](CC2=C(F)C=CC=C2F)N=N1,C10H8F2N4O
c1cc(ccn1)c2ccncc2,C10H8N2
c1ccc(nc1)c2cccnc2,C10H8N2
c1ccc(nc1)c2ccccn2,C10H8N2
[O-][N+](=O)Cc1ccc2ccccc2n1,C10H8N2O2
Cc1ccc2c(ccc(O)c2n1)[N+]([O-])=O,C10H8N2O3
[Na+].Nc1cc(cc2cc(cc(O)c12)[S]([O-])(=O)=O)[S](O)(=O)=O,C10H8NNaO7S2
Oc1ccc2ccccc2c1,C10H8O
Oc1cccc2ccccc12,C10H8O
CC(=O)c1oc2ccccc2c1,C10H8O2
Oc1cc2ccccc2cc1O,C10H8O2
Oc1cc(O)c2ccccc2c1,C10H8O2
Oc1ccc2cc(O)ccc2c1,C10H8O2
OC1=CC=CC2=C1C=CC=C2O,C10H8O2
COc1ccc2C=CC(=O)Oc2c1,C10H8O3
O[S](=O)(=O)c1ccc2ccccc2c1,C10H8O3S
O=C(O)C=CC1=CC2=C(C=C1)OCO2,C10H8O4
OC(=O)\C=C/c1ccc2OCOc2c1,C10H8O4
COc1c(oc2ccccc12)C(O)=O,C10H8O4
O[S](=O)(=O)c1ccc2c(cccc2[S](O)(=O)=O)c1,C10H8O6S2
COc1c(cc(cc1C(O)=O)C(O)=O)C(O)=O,C10H8O7
COc1cc(Br)c2COC(=O)c2c1OC,C10H9BrO4
ClCCc1cc2CC(=O)Nc2cc1Cl,C10H9Cl2NO
CC(=C)C(=O)Nc1ccc(Cl)c(Cl)c1,C10H9Cl2NO
ClC(Cl)(Cl)CC(=C)c1ccccc1,C10H9Cl3
CCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,C10H9Cl3O3
OC(=O)CCCOc1cc(Cl)c(Cl)cc1Cl,C10H9Cl3O3
ClC(Cl)C(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,C10H9Cl4NO2S
CO[P](=O)(OC)OC(=C\Cl)/C1=C(Cl)C=C(Cl)C(=C1)Cl,C10H9Cl4O4P
CO[P](=O)(OC)OC(=C/Cl)/c1cc(Cl)c(Cl)cc1Cl,C10H9Cl4O4P
COP(=O)(OC)OC(=CCl)C1=C(Cl)C=C(Cl)C(Cl)=C1,C10H9Cl4O4P
ClCCN1C(=O)Nc2ccccc2C1=O,C10H9ClN2O2
CC(=O)C(OC1=C(Cl)C=CC=C1)C(=O)O,C10H9ClO4
Nc1cccc2ccccc12,C10H9N
Nc1ccc2ccccc2c1,C10H9N
CC1=CC2=C(C=CC=C2)C=N1,C10H9N
Nc1ccc(cc1)[S](=O)(=O)Nc2sc(cn2)C(O)=O,C10H9N3O4S2
Cc1ccnc(NC(=O)c2cnccn2)n1,C10H9N5O
C1=COC(CNC2=NC=NC3=C2N=CN3)=C1,C10H9N5O
CC1=CC(=O)c2ccccc2N1,C10H9NO
Cc1ccc2cccc(O)c2n1,C10H9NO
CN1C(=O)C=Cc2ccccc12,C10H9NO
CN1C=CC(=O)c2ccccc12,C10H9NO
OC(=O)Cc1c[nH]c2ccccc12,C10H9NO2
CCOC(=O)C1=CC=C(C=C1)N=C=S,C10H9NO2S
O=C(O)C=CC(=O)NC1=CC=CC=C1,C10H9NO3
OC(=O)\C=C/C(=O)Nc1ccccc1,C10H9NO3
CC(=O)OC1=CC2=C(NC(=O)C2)C=C1,C10H9NO3
CC(=O)NC1=CC2=C(C=C1)COC2=O,C10H9NO3
NC1=CC=C(C2=C1C=CC=C2)[S](O)(=O)=O,C10H9NO3S
NC1=CC2=C(S(=O)(=O)O)C=CC=C2C=C1,C10H9NO3S
NC1=C(C2=CC=CC=C2C=C1)[S](O)(=O)=O,C10H9NO3S
NC1=C(C=CC2=C1C=CC=C2)[S](O)(=O)=O,C10H9NO3S
